,ZCTA5CE10,NAME,CBSAFP
29142,01569,"Worcester, MA-CT",49340
29143,01570,"Worcester, MA-CT",49340
29144,01571,"Worcester, MA-CT",49340
29145,01581,"Worcester, MA-CT",49340
29146,01581,"Boston-Cambridge-Newton, MA-NH",14460
29147,82322,"Rock Springs, WY",40540
29148,82323,"Craig, CO",18780
29149,82324,,
29150,82325,,
29151,82327,"Casper, WY",16220
29152,82329,"Laramie, WY",29660
29153,82329,"Casper, WY",16220
29154,82331,,
29155,82332,"Steamboat Springs, CO",44460
29156,82332,"Craig, CO",18780
29157,82334,,
29158,82335,,
29159,82336,"Rock Springs, WY",40540
29160,82401,,
29161,82410,,
29162,82411,,
29163,82412,,
29164,82414,"Riverton, WY",40180
29165,82414,"Jackson, WY-ID",27220
29166,82414,"Billings, MT",13740
29167,82420,"Billings, MT",13740
29168,82421,,
29169,82422,,
29170,82423,"Billings, MT",13740
29171,82426,"Sheridan, WY",43260
29172,82428,,
29173,82430,,
29174,82431,"Sheridan, WY",43260
29175,82431,"Billings, MT",13740
29176,82432,,
29177,82433,"Riverton, WY",40180
29178,82434,,
29179,82435,"Billings, MT",13740
29180,82440,,
29181,82441,"Sheridan, WY",43260
29182,82442,"Casper, WY",16220
29183,57041,"Sioux Falls, SD",43620
29184,57042,"Sioux Falls, SD",43620
29185,57043,"Sioux Falls, SD",43620
29186,57045,"Yankton, SD",49460
29187,57045,"Sioux Falls, SD",43620
29188,57046,"Yankton, SD",49460
29189,57047,"Sioux Falls, SD",43620
29190,57048,"Sioux Falls, SD",43620
29191,57049,"Sioux City, IA-NE-SD",43580
29192,57050,"Brookings, SD",15100
29193,57051,,
29194,57052,,
29195,57053,"Sioux Falls, SD",43620
29196,57054,"Brookings, SD",15100
29197,57055,"Sioux Falls, SD",43620
29198,57057,,
29199,57058,"Sioux Falls, SD",43620
29200,57059,"Yankton, SD",49460
29201,57061,"Brookings, SD",15100
29202,57062,,
29203,57063,"Yankton, SD",49460
29204,57064,"Sioux Falls, SD",43620
29205,57065,,
29206,57066,,
29207,57067,"Yankton, SD",49460
29208,57068,"Sioux Falls, SD",43620
29209,57069,"Sioux City, IA-NE-SD",43580
29210,57069,"Vermillion, SD",46820
29211,57070,"Yankton, SD",49460
29212,57070,"Sioux Falls, SD",43620
29213,57071,"Brookings, SD",15100
29214,57072,"Vermillion, SD",46820
29215,57072,"Yankton, SD",49460
29216,57073,"Vermillion, SD",46820
29217,57073,"Yankton, SD",49460
29218,57073,"Sioux Falls, SD",43620
29219,57075,,
29220,57076,"Sioux Falls, SD",43620
29221,57077,"Sioux Falls, SD",43620
29222,57078,"Yankton, SD",49460
29223,57103,"Sioux Falls, SD",43620
29224,57104,"Sioux Falls, SD",43620
29225,57105,"Sioux Falls, SD",43620
29226,57106,"Sioux Falls, SD",43620
29227,57107,"Sioux Falls, SD",43620
29228,57108,"Sioux Falls, SD",43620
29229,81148,,
29230,71235,"Ruston, LA",40820
29231,71235,"Monroe, LA",33740
29232,75792,"Longview, TX",30980
29233,75792,"Tyler, TX",46340
29234,71237,,
29235,81149,,
29236,71238,"Monroe, LA",33740
29237,81151,,
29238,75801,"Jacksonville, TX",27380
29239,75801,"Palestine, TX",37300
29240,71241,"Ruston, LA",40820
29241,71241,"Monroe, LA",33740
29242,71243,,
29243,71245,"Ruston, LA",40820
29244,81152,"Taos, NM",45340
29245,71247,,
29246,71250,"Bastrop, LA",12820
29247,81154,,
29248,75803,"Jacksonville, TX",27380
29249,75803,"Palestine, TX",37300
29250,75803,"Athens, TX",11980
29251,81155,"Cañon City, CO",15860
29252,71251,,
29253,71253,,
29254,75831,,
29255,31084,"Cordele, GA",18380
29256,31085,"Atlanta-Sandy Springs-Roswell, GA",12060
29257,31087,"Milledgeville, GA",33300
29258,31088,"Warner Robins, GA",47580
29259,31088,"Macon-Bibb County, GA",31420
29260,52551,"Ottumwa, IA",36900
29261,52551,"Fairfield, IA",21840
29262,31089,"Dublin, GA",20140
29263,31090,"Dublin, GA",20140
29264,31090,"Milledgeville, GA",33300
29265,52552,"Ottumwa, IA",36900
29266,52553,"Ottumwa, IA",36900
29267,52553,"Oskaloosa, IA",36820
29268,31091,"Warner Robins, GA",47580
29269,52554,"Ottumwa, IA",36900
29270,52554,"Fairfield, IA",21840
29271,52555,,
29272,31092,"Cordele, GA",18380
29273,31092,"Americus, GA",11140
29274,31092,"Warner Robins, GA",47580
29275,31093,"Warner Robins, GA",47580
29276,31093,"Macon-Bibb County, GA",31420
29277,31094,"Milledgeville, GA",33300
29278,52556,"Fairfield, IA",21840
29279,52557,"Fairfield, IA",21840
29280,52560,"Ottumwa, IA",36900
29281,52561,"Ottumwa, IA",36900
29282,52561,"Oskaloosa, IA",36820
29283,31096,"Dublin, GA",20140
29284,31097,"Macon-Bibb County, GA",31420
29285,31097,"Thomaston, GA",45580
29286,31097,"Atlanta-Sandy Springs-Roswell, GA",12060
29287,52563,"Ottumwa, IA",36900
29288,52563,"Fairfield, IA",21840
29289,52563,"Oskaloosa, IA",36820
29290,31098,"Warner Robins, GA",47580
29291,31098,"Macon-Bibb County, GA",31420
29292,52565,,
29293,52566,"Ottumwa, IA",36900
29294,52566,"Oskaloosa, IA",36820
29295,52567,"Fairfield, IA",21840
29296,52569,,
29297,52570,"Ottumwa, IA",36900
29298,31201,"Macon-Bibb County, GA",31420
29299,52571,,
29300,52572,"Kirksville, MO",28860
29301,52572,"Ottumwa, IA",36900
29302,52574,,
29303,52576,"Ottumwa, IA",36900
29304,52576,"Fairfield, IA",21840
29305,31204,"Macon-Bibb County, GA",31420
29306,52577,"Ottumwa, IA",36900
29307,52577,"Oskaloosa, IA",36820
29308,31206,"Macon-Bibb County, GA",31420
29309,29915,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29310,29916,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29311,29918,,
29312,29920,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29313,29921,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29314,29922,"Savannah, GA",42340
29315,29922,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29316,29923,,
29317,29924,,
29318,29926,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29319,29927,"Savannah, GA",42340
29320,29927,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29321,27858,"Greenville, NC",24780
29322,27860,"Washington, NC",47820
29323,27861,"Greenville, NC",24780
29324,27862,"Roanoke Rapids, NC",40260
29325,27863,"Goldsboro, NC",24140
29326,27863,"Raleigh, NC",39580
29327,27864,"Rocky Mount, NC",40580
29328,27865,"Washington, NC",47820
29329,27866,"Roanoke Rapids, NC",40260
29330,27869,"Roanoke Rapids, NC",40260
29331,27870,"Roanoke Rapids, NC",40260
29332,27871,"Washington, NC",47820
29333,27871,"Greenville, NC",24780
29334,27871,"Rocky Mount, NC",40580
29335,27872,"Roanoke Rapids, NC",40260
29336,60645,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29337,36260,"Anniston-Oxford-Jacksonville, AL",11500
29338,36260,"Talladega-Sylacauga, AL",45180
29339,36262,,
29340,36263,"Atlanta-Sandy Springs-Roswell, GA",12060
29341,60646,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29342,36264,"Anniston-Oxford-Jacksonville, AL",11500
29343,36265,"Gadsden, AL",23460
29344,36265,"Anniston-Oxford-Jacksonville, AL",11500
29345,60647,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29346,36266,,
29347,36267,,
29348,60649,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29349,36268,"Talladega-Sylacauga, AL",45180
29350,36269,"Atlanta-Sandy Springs-Roswell, GA",12060
29351,59019,"Billings, MT",13740
29352,59020,"Billings, MT",13740
29353,59022,,
29354,59024,"Billings, MT",13740
29355,59025,"Sheridan, WY",43260
29356,59026,"Billings, MT",13740
29357,59027,"Bozeman, MT",14580
29358,59028,"Billings, MT",13740
29359,59029,"Billings, MT",13740
29360,59030,"Bozeman, MT",14580
29361,59031,,
29362,59032,,
29363,59033,,
29364,59034,"Billings, MT",13740
29365,59035,,
29366,59036,,
29367,59037,"Billings, MT",13740
29368,59038,"Billings, MT",13740
29369,59039,,
29370,59041,"Billings, MT",13740
29371,59043,,
29372,59044,"Billings, MT",13740
29373,59046,"Billings, MT",13740
29374,59047,"Bozeman, MT",14580
29375,59050,"Sheridan, WY",43260
29376,52144,,
29377,52146,,
29378,52147,,
29379,52151,,
29380,52154,,
29381,52155,"Rochester, MN",40340
29382,52156,,
29383,52157,"Platteville, WI",38420
29384,52158,,
29385,52159,,
29386,52160,"La Crosse-Onalaska, WI-MN",29100
29387,52161,,
29388,52162,,
29389,52163,,
29390,52164,,
29391,52165,,
29392,52166,,
29393,52168,,
29394,52169,,
29395,52170,,
29396,52171,,
29397,52172,,
29398,52175,,
29399,52201,"Iowa City, IA",26980
29400,52202,"Cedar Rapids, IA",16300
29401,52203,"Iowa City, IA",26980
29402,52203,"Cedar Rapids, IA",16300
29403,52205,"Cedar Rapids, IA",16300
29404,52206,"Cedar Rapids, IA",16300
29405,11755,"New York-Newark-Jersey City, NY-NJ-PA",35620
29406,99609,,
29407,99610,,
29408,99611,,
29409,99612,,
29410,99613,,
29411,99614,,
29412,99615,,
29413,99620,,
29414,99621,,
29415,99622,,
29416,99624,,
29417,99625,,
29418,99626,,
29419,99627,,
29420,99628,,
29421,99630,,
29422,99631,"Anchorage, AK",11260
29423,99632,,
29424,36116,"Montgomery, AL",33860
29425,36117,"Montgomery, AL",33860
29426,60639,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29427,60640,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29428,36201,"Anniston-Oxford-Jacksonville, AL",11500
29429,60641,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29430,36203,"Anniston-Oxford-Jacksonville, AL",11500
29431,36203,"Talladega-Sylacauga, AL",45180
29432,60642,"Chicago-Naperville-Elgin, IL-IN-WI",16980
29433,36205,"Anniston-Oxford-Jacksonville, AL",11500
29434,36206,"Anniston-Oxford-Jacksonville, AL",11500
29435,43220,"Columbus, OH",18140
29436,43221,"Columbus, OH",18140
29437,43222,"Columbus, OH",18140
29438,43223,"Columbus, OH",18140
29439,43224,"Columbus, OH",18140
29440,43227,"Columbus, OH",18140
29441,43228,"Columbus, OH",18140
29442,43229,"Columbus, OH",18140
29443,43230,"Columbus, OH",18140
29444,43231,"Columbus, OH",18140
29445,43232,"Columbus, OH",18140
29446,43235,"Columbus, OH",18140
29447,43240,"Columbus, OH",18140
29448,43302,"Columbus, OH",18140
29449,43302,"Marion, OH",32020
29450,43302,"Bucyrus, OH",15340
29451,43310,"Bellefontaine, OH",13340
29452,43311,"Urbana, OH",46500
29453,43311,"Bellefontaine, OH",13340
29454,43314,"Columbus, OH",18140
29455,43314,"Marion, OH",32020
29456,43314,"Bucyrus, OH",15340
29457,43315,"Columbus, OH",18140
29458,43315,"Marion, OH",32020
29459,43316,"Findlay, OH",22300
29460,43316,"Tiffin, OH",45660
29461,43317,"Columbus, OH",18140
29462,43318,"Urbana, OH",46500
29463,43318,"Bellefontaine, OH",13340
29464,43319,"Columbus, OH",18140
29465,43319,"Bellefontaine, OH",13340
29466,43320,"Columbus, OH",18140
29467,43320,"Marion, OH",32020
29468,43321,"Columbus, OH",18140
29469,33009,"Miami-Fort Lauderdale-West Palm Beach, FL",33100
29470,33010,"Miami-Fort Lauderdale-West Palm Beach, FL",33100
29471,33012,"Miami-Fort Lauderdale-West Palm Beach, FL",33100
29472,33013,"Miami-Fort Lauderdale-West Palm Beach, FL",33100
29473,33014,"Miami-Fort Lauderdale-West Palm Beach, FL",33100
29474,33015,"Miami-Fort Lauderdale-West Palm Beach, FL",33100
29475,37166,"McMinnville, TN",32660
29476,37166,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980
29477,22102,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29478,59731,,
29479,22124,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29480,59732,,
29481,22125,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29482,59733,,
29483,49631,"Big Rapids, MI",13660
29484,43160,"Chillicothe, OH",17060
29485,43160,"Wilmington, OH",48940
29486,43160,"Washington Court House, OH",47920
29487,43160,"Columbus, OH",18140
29488,22134,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29489,59735,"Bozeman, MT",14580
29490,49632,"Cadillac, MI",15620
29491,59736,,
29492,43162,"Columbus, OH",18140
29493,22150,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29494,37167,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980
29495,37171,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980
29496,37171,"Clarksville, TN-KY",17300
29497,43164,"Chillicothe, OH",17060
29498,43164,"Columbus, OH",18140
29499,22151,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29500,59739,"Rexburg, ID",39940
29501,22152,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29502,59740,,
29503,43201,"Columbus, OH",18140
29504,22153,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
29505,49633,"Cadillac, MI",15620
29506,49633,"Traverse City, MI",45900
29507,49634,,
29508,66932,,
29509,66933,"Manhattan, KS",31740
29510,66935,,
29511,66936,,
29512,66937,,
29513,66938,,
29514,66939,,
29515,66940,,
29516,66941,,
29517,66942,,
29518,66943,"Manhattan, KS",31740
29519,66944,,
29520,66945,"Beatrice, NE",13100
29521,66946,"Beatrice, NE",13100
29522,66948,,
29523,66949,,
29524,66951,,
29525,66952,,
29526,66953,,
29527,66955,,
29528,66956,,
29529,66958,,
29530,66959,,
29531,66960,,
29532,66962,,
29533,66963,,
29534,66964,,
29535,66966,,
29536,66967,,
29537,68814,,
29538,68815,,
29539,68816,"Grand Island, NE",24260
29540,68817,"Grand Island, NE",24260
29541,68818,"Grand Island, NE",24260
29542,68820,"Kearney, NE",28260
29543,68820,"Grand Island, NE",24260
29544,68821,,
29545,68822,,
29546,68823,,
29547,68824,"Kearney, NE",28260
29548,68824,"Grand Island, NE",24260
29549,68825,"Lexington, NE",30420
29550,68826,"Grand Island, NE",24260
29551,68827,"Grand Island, NE",24260
29552,90004,"Los Angeles-Long Beach-Anaheim, CA",31080
29553,90005,"Los Angeles-Long Beach-Anaheim, CA",31080
29554,90006,"Los Angeles-Long Beach-Anaheim, CA",31080
29555,90007,"Los Angeles-Long Beach-Anaheim, CA",31080
29556,90008,"Los Angeles-Long Beach-Anaheim, CA",31080
29557,90010,"Los Angeles-Long Beach-Anaheim, CA",31080
29558,90011,"Los Angeles-Long Beach-Anaheim, CA",31080
29559,90012,"Los Angeles-Long Beach-Anaheim, CA",31080
29560,46504,"Warsaw, IN",47700
29561,46504,"Plymouth, IN",38500
29562,46506,"Warsaw, IN",47700
29563,46506,"Plymouth, IN",38500
29564,46506,"South Bend-Mishawaka, IN-MI",43780
29565,46507,"Elkhart-Goshen, IN",21140
29566,46507,"Sturgis, MI",44780
29567,46507,"South Bend-Mishawaka, IN-MI",43780
29568,46508,"Warsaw, IN",47700
29569,46510,"Warsaw, IN",47700
29570,46511,"Plymouth, IN",38500
29571,46514,"Elkhart-Goshen, IN",21140
29572,46514,"South Bend-Mishawaka, IN-MI",43780
29573,46516,"Elkhart-Goshen, IN",21140
29574,46516,"South Bend-Mishawaka, IN-MI",43780
29575,46517,"Elkhart-Goshen, IN",21140
29576,46517,"South Bend-Mishawaka, IN-MI",43780
29577,46524,"Warsaw, IN",47700
29578,46524,"Plymouth, IN",38500
29579,46526,"Elkhart-Goshen, IN",21140
29580,46528,"Elkhart-Goshen, IN",21140
29581,46530,"Elkhart-Goshen, IN",21140
29582,46530,"South Bend-Mishawaka, IN-MI",43780
29583,46531,"Plymouth, IN",38500
29584,46532,"Michigan City-La Porte, IN",33140
29585,46534,"Plymouth, IN",38500
29586,46534,"Michigan City-La Porte, IN",33140
29587,46536,"Plymouth, IN",38500
29588,46536,"South Bend-Mishawaka, IN-MI",43780
29589,46537,"Plymouth, IN",38500
29590,46538,"Warsaw, IN",47700
29591,46539,"Warsaw, IN",47700
29592,46539,"Plymouth, IN",38500
29593,46540,"Elkhart-Goshen, IN",21140
29594,46542,"Warsaw, IN",47700
29595,46542,"Elkhart-Goshen, IN",21140
29596,46543,"Kendallville, IN",28340
29597,46543,"Elkhart-Goshen, IN",21140
29598,46544,"Elkhart-Goshen, IN",21140
29599,46544,"South Bend-Mishawaka, IN-MI",43780
29600,46545,"South Bend-Mishawaka, IN-MI",43780
29601,46550,"Warsaw, IN",47700
29602,46550,"Elkhart-Goshen, IN",21140
29603,46550,"Plymouth, IN",38500
29604,46550,"South Bend-Mishawaka, IN-MI",43780
29605,46552,"Michigan City-La Porte, IN",33140
29606,46552,"South Bend-Mishawaka, IN-MI",43780
29607,46552,"Niles-Benton Harbor, MI",35660
29608,46553,"Warsaw, IN",47700
29609,46553,"Elkhart-Goshen, IN",21140
29610,46554,"Plymouth, IN",38500
29611,46554,"Michigan City-La Porte, IN",33140
29612,46554,"South Bend-Mishawaka, IN-MI",43780
29613,46555,"Warsaw, IN",47700
29614,46555,"Kendallville, IN",28340
29615,81423,"Montrose, CO",33940
29616,81424,"Montrose, CO",33940
29617,81425,"Montrose, CO",33940
29618,81425,"Grand Junction, CO",24300
29619,81426,,
29620,81427,,
29621,81428,"Grand Junction, CO",24300
29622,81429,"Montrose, CO",33940
29623,81430,"Montrose, CO",33940
29624,81431,"Montrose, CO",33940
29625,81432,"Montrose, CO",33940
29626,81433,"Durango, CO",20420
29627,81434,"Grand Junction, CO",24300
29628,81434,"Glenwood Springs, CO",24060
29629,81435,,
29630,81501,"Grand Junction, CO",24300
29631,81503,"Grand Junction, CO",24300
29632,81504,"Grand Junction, CO",24300
29633,81505,"Grand Junction, CO",24300
29634,81506,"Grand Junction, CO",24300
29635,81507,"Grand Junction, CO",24300
29636,81520,"Grand Junction, CO",24300
29637,81521,"Grand Junction, CO",24300
29638,81522,"Montrose, CO",33940
29639,81522,"Grand Junction, CO",24300
29640,81523,"Grand Junction, CO",24300
29641,81524,"Grand Junction, CO",24300
29642,81524,"Glenwood Springs, CO",24060
29643,81525,"Grand Junction, CO",24300
29644,81525,"Glenwood Springs, CO",24060
29645,81526,"Grand Junction, CO",24300
29646,81527,"Montrose, CO",33940
29647,81527,"Grand Junction, CO",24300
29648,81601,"Glenwood Springs, CO",24060
29649,81601,"Edwards, CO",20780
29650,81610,"Vernal, UT",46860
29651,81610,"Craig, CO",18780
29652,81611,"Glenwood Springs, CO",24060
29653,81612,"Glenwood Springs, CO",24060
29654,81615,"Glenwood Springs, CO",24060
29655,81620,"Edwards, CO",20780
29656,81621,"Glenwood Springs, CO",24060
29657,81621,"Edwards, CO",20780
29658,55358,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
29659,30041,"Gainesville, GA",23580
29660,30041,"Atlanta-Sandy Springs-Roswell, GA",12060
29661,30043,"Atlanta-Sandy Springs-Roswell, GA",12060
29662,30044,"Atlanta-Sandy Springs-Roswell, GA",12060
29663,30045,"Atlanta-Sandy Springs-Roswell, GA",12060
29664,30046,"Atlanta-Sandy Springs-Roswell, GA",12060
29665,30047,"Atlanta-Sandy Springs-Roswell, GA",12060
29666,01583,"Worcester, MA-CT",49340
29667,01585,"Worcester, MA-CT",49340
29668,01585,"Springfield, MA",44140
29669,01588,"Worcester, MA-CT",49340
29670,01590,"Worcester, MA-CT",49340
29671,01602,"Worcester, MA-CT",49340
29672,01603,"Worcester, MA-CT",49340
29673,01604,"Worcester, MA-CT",49340
29674,01605,"Worcester, MA-CT",49340
29675,01606,"Worcester, MA-CT",49340
29676,01607,"Worcester, MA-CT",49340
29677,01608,"Worcester, MA-CT",49340
29678,01609,"Worcester, MA-CT",49340
29679,01610,"Worcester, MA-CT",49340
29680,01611,"Worcester, MA-CT",49340
29681,01612,"Worcester, MA-CT",49340
29682,01701,"Worcester, MA-CT",49340
29683,01701,"Boston-Cambridge-Newton, MA-NH",14460
29684,01702,"Worcester, MA-CT",49340
29685,01702,"Boston-Cambridge-Newton, MA-NH",14460
29686,75832,"Palestine, TX",37300
29687,71254,,
29688,71256,"Monroe, LA",33740
29689,71256,"El Dorado, AR",20980
29690,75833,,
29691,71259,,
29692,81201,"Cañon City, CO",15860
29693,81201,"Denver-Aurora-Lakewood, CO",19740
29694,81210,"Glenwood Springs, CO",24060
29695,71260,"Monroe, LA",33740
29696,71260,"Bastrop, LA",12820
29697,71260,"El Dorado, AR",20980
29698,75835,,
29699,75838,,
29700,71261,"Bastrop, LA",12820
29701,75839,"Palestine, TX",37300
29702,81211,"Denver-Aurora-Lakewood, CO",19740
29703,81211,"Glenwood Springs, CO",24060
29704,71263,"Bastrop, LA",12820
29705,71264,"Monroe, LA",33740
29706,71264,"Bastrop, LA",12820
29707,75840,"Palestine, TX",37300
29708,75840,"Corsicana, TX",18620
29709,75840,"Athens, TX",11980
29710,71266,"Bastrop, LA",12820
29711,71268,"Ruston, LA",40820
29712,77585,"Beaumont-Port Arthur, TX",13140
29713,77586,"Houston-The Woodlands-Sugar Land, TX",26420
29714,77587,"Houston-The Woodlands-Sugar Land, TX",26420
29715,77590,"Houston-The Woodlands-Sugar Land, TX",26420
29716,77591,"Houston-The Woodlands-Sugar Land, TX",26420
29717,77597,"Houston-The Woodlands-Sugar Land, TX",26420
29718,77598,"Houston-The Woodlands-Sugar Land, TX",26420
29719,77611,"Lake Charles, LA",29340
29720,77611,"Beaumont-Port Arthur, TX",13140
29721,31207,"Macon-Bibb County, GA",31420
29722,52580,"Ottumwa, IA",36900
29723,52580,"Fairfield, IA",21840
29724,52581,,
29725,52583,,
29726,52584,"Ottumwa, IA",36900
29727,52585,"Fairfield, IA",21840
29728,52585,"Iowa City, IA",26980
29729,52586,"Oskaloosa, IA",36820
29730,31210,"Macon-Bibb County, GA",31420
29731,52588,"Ottumwa, IA",36900
29732,52590,,
29733,31211,"Macon-Bibb County, GA",31420
29734,31213,"Macon-Bibb County, GA",31420
29735,52591,,
29736,52593,,
29737,31216,"Warner Robins, GA",47580
29738,31216,"Macon-Bibb County, GA",31420
29739,52594,"Ottumwa, IA",36900
29740,52595,"Oskaloosa, IA",36820
29741,31217,"Macon-Bibb County, GA",31420
29742,31220,"Macon-Bibb County, GA",31420
29743,31301,"Hinesville, GA",25980
29744,52601,"Fort Madison-Keokuk, IA-IL-MO",22800
29745,52601,"Burlington, IA-IL",15460
29746,52619,"Fort Madison-Keokuk, IA-IL-MO",22800
29747,31302,"Savannah, GA",42340
29748,52620,"Fort Madison-Keokuk, IA-IL-MO",22800
29749,52621,"Iowa City, IA",26980
29750,31303,"Savannah, GA",42340
29751,31303,"Hilton Head Island-Bluffton-Beaufort, SC",25940
29752,31304,"Brunswick, GA",15260
29753,52623,"Fort Madison-Keokuk, IA-IL-MO",22800
29754,52623,"Burlington, IA-IL",15460
29755,52624,"Fort Madison-Keokuk, IA-IL-MO",22800
29756,31305,"Brunswick, GA",15260
29757,31307,"Savannah, GA",42340
29758,52625,"Fort Madison-Keokuk, IA-IL-MO",22800
29759,31308,"Savannah, GA",42340
29760,31308,"Statesboro, GA",44340
29761,31309,"Hinesville, GA",25980
29762,31309,"Savannah, GA",42340
29763,27873,"Wilson, NC",48980
29764,27874,"Rocky Mount, NC",40580
29765,27874,"Roanoke Rapids, NC",40260
29766,27875,,
29767,27876,"Roanoke Rapids, NC",40260
29768,27878,"Rocky Mount, NC",40580
29769,27878,"Wilson, NC",48980
29770,27879,"Greenville, NC",24780
29771,27880,"Rocky Mount, NC",40580
29772,27880,"Wilson, NC",48980
29773,27880,"Raleigh, NC",39580
29774,27881,"Rocky Mount, NC",40580
29775,27882,"Rocky Mount, NC",40580
29776,27882,"Raleigh, NC",39580
29777,27883,"Greenville, NC",24780
29778,27883,"Goldsboro, NC",24140
29779,27883,"Wilson, NC",48980
29780,27884,"Greenville, NC",24780
29781,27885,,
29782,27886,"Greenville, NC",24780
29783,27886,"Rocky Mount, NC",40580
29784,27886,"Roanoke Rapids, NC",40260
29785,27888,"Greenville, NC",24780
29786,27888,"Wilson, NC",48980
29787,27889,"Washington, NC",47820
29788,27889,"Greenville, NC",24780
29789,27890,"Roanoke Rapids, NC",40260
29790,27891,"Rocky Mount, NC",40580
29791,27891,"Roanoke Rapids, NC",40260
29792,27892,"Washington, NC",47820
29793,27893,"Wilson, NC",48980
29794,27896,"Rocky Mount, NC",40580
29795,27896,"Wilson, NC",48980
29796,27897,"Roanoke Rapids, NC",40260
29797,27909,"Elizabeth City, NC",21020
29798,27909,"Virginia Beach-Norfolk-Newport News, VA-NC",47260
29799,27910,"Roanoke Rapids, NC",40260
29800,27915,"Kill Devil Hills, NC",28620
29801,59052,,
29802,59053,,
29803,59054,"Billings, MT",13740
29804,59055,"Billings, MT",13740
29805,59057,"Billings, MT",13740
29806,59058,,
29807,59059,"Billings, MT",13740
29808,59061,,
29809,59062,"Sheridan, WY",43260
29810,59063,"Billings, MT",13740
29811,59064,"Billings, MT",13740
29812,59065,,
29813,59066,"Billings, MT",13740
29814,59067,"Billings, MT",13740
29815,59068,"Billings, MT",13740
29816,59069,,
29817,59070,"Billings, MT",13740
29818,59071,"Billings, MT",13740
29819,59072,"Billings, MT",13740
29820,59074,"Billings, MT",13740
29821,59075,"Billings, MT",13740
29822,59076,,
29823,59077,,
29824,59078,"Billings, MT",13740
29825,59079,"Billings, MT",13740
29826,52207,"Clinton, IA",17540
29827,52208,"Cedar Rapids, IA",16300
29828,52209,"Cedar Rapids, IA",16300
29829,52210,"Cedar Rapids, IA",16300
29830,52210,"Waterloo-Cedar Falls, IA",47940
29831,52211,,
29832,52212,"Cedar Rapids, IA",16300
29833,52213,"Cedar Rapids, IA",16300
29834,52214,"Cedar Rapids, IA",16300
29835,52215,"Cedar Rapids, IA",16300
29836,52216,"Cedar Rapids, IA",16300
29837,52217,"Cedar Rapids, IA",16300
29838,52218,"Cedar Rapids, IA",16300
29839,52219,"Cedar Rapids, IA",16300
29840,52220,,
29841,52221,,
29842,52222,"Oskaloosa, IA",36820
29843,52223,,
29844,52224,"Cedar Rapids, IA",16300
29845,52224,"Waterloo-Cedar Falls, IA",47940
29846,52225,"Cedar Rapids, IA",16300
29847,52227,"Iowa City, IA",26980
29848,52227,"Cedar Rapids, IA",16300
29849,52228,"Iowa City, IA",26980
29850,52228,"Cedar Rapids, IA",16300
29851,52229,"Cedar Rapids, IA",16300
29852,52231,,
29853,52232,,
29854,52233,"Cedar Rapids, IA",16300
29855,52235,"Iowa City, IA",26980
29856,52236,"Iowa City, IA",26980
29857,52237,"Cedar Rapids, IA",16300
29858,52237,"Dubuque, IA",20220
29859,52240,"Muscatine, IA",34700
29860,52240,"Iowa City, IA",26980
29861,99633,,
29862,99634,,
29863,99636,,
29864,99637,,
29865,99638,,
29866,99639,,
29867,99640,,
29868,99641,,
29869,99643,,
29870,99644,,
29871,99645,"Anchorage, AK",11260
29872,99647,,
29873,99648,,
29874,99649,,
29875,99650,,
29876,99651,,
29877,99652,"Anchorage, AK",11260
29878,99653,,
29879,99654,"Anchorage, AK",11260
29880,43322,"Marion, OH",32020
29881,43323,"Marion, OH",32020
29882,43324,"Bellefontaine, OH",13340
29883,43326,"Marion, OH",32020
29884,43330,,
29885,43331,"Bellefontaine, OH",13340
29886,43331,"Wapakoneta, OH",47540
29887,43332,"Columbus, OH",18140
29888,43332,"Marion, OH",32020
29889,43333,"Sidney, OH",43380
29890,43333,"Bellefontaine, OH",13340
29891,43333,"Wapakoneta, OH",47540
29892,43334,"Columbus, OH",18140
29893,43336,"Bellefontaine, OH",13340
29894,43337,"Marion, OH",32020
